rank	word	arpabet
27426	quavering	K W EY V ER IH NG
27427	quay	K IY
27428	quayle	K W EY L
27429	queasiness	K W IY Z IY N AH S
27430	queasy	K W IY Z IY
27431	quebecois	K W EH B AH S W AA
27432	queer	K W IH R
27433	quell	K W EH L
27434	quemoy	K IY M OY
27435	quench	K W EH N CH
27436	quencher	K W EH N CH ER
27437	quentin	K W EH N T IH N
27438	querulous	K W EH R AH L AH S
27439	ques	K Y UW Z
27440	questioned	K W EH S CH AH N D
27441	questioner	K W EH S CH AH N ER
27442	questioning	K W EH S CH AH N IH NG
27443	queuing	K Y UW IH NG
27444	quibble	K W IH B AH L
27445	quiche	K IY SH
27446	quicken	K W IH K AH N
27447	quickie	K W IH K IY
27448	quickness	K W IH K N AH S
27449	quicksand	K W IH K S AE N D
27450	quicksilver	K W IH K S IH L V ER
27451	quid	K W IH D
27452	quiescent	K W AY EH S AH N T
27453	quietness	K W AY AH T N AH S
27454	quill	K W IH L
27455	quillon	K W IH L AH N
27456	quilmes	K W IH L M Z
27457	quilter	K W IH L T ER
27458	quilting	K W IH L T IH NG
27459	quin	K W IH N
27460	quince	K W IH N S
27461	quincy	K W IH N S IY
27462	quine	K W AY N
27463	quinine	K W AY N AY N
27464	quinn	K W IH N
27465	quinoa	K IY N OW AH
27466	quint	K W IH N T
27467	quintal	K W IH N T AH L
27468	quintero	K W IY N T EH R OW
27469	quintet	K W IH N T EH T
27470	quintile	K W IH N T IH L
27471	quintin	K W IH N T IH N
27472	quinton	K W IH N T AO N
27473	quintuple	K W IH N T UW P AH L
27474	quip	K W IH P
27475	quipped	K W IH P T
27476	quipster	K W IH P S T ER
27477	quire	K W AY R
27478	quirk	K W ER K
27479	quirky	K W ER K IY
27480	quisling	K W IH Z L IH NG
27481	quito	K W IY T OW
27482	quitter	K W IH T ER
27483	quitting	K W IH T IH NG
27484	quiver	K W IH V ER
27485	quivering	K W IH V ER IH NG
27486	quixote	K IY HH OW T IY
27487	quixotic	K W IH K S AA T IH K
27488	quizzed	K W IH Z D
27489	quizzical	K W IH Z AH K AH L
27490	quizzing	K W IH Z IH NG
27491	quo	K W OW
27492	quod	K W AO D
27493	quoin	K W OY N
27494	quorum	K W AO R AH M
27495	quota	K W OW T AH
27496	quotation	K W OW T EY SH AH N
27497	quotient	K W OW SH AH N T
27498	rabbi	R AE B AY
27499	rabbinic	R AH B IH N IH K
27500	rabbinical	R AH B IH N IH K AH L
27501	rabble	R AE B AH L
27502	rabi	R AA B IY
27503	rabid	R AE B IH D
27504	rabies	R EY B IY Z
27505	rabin	R AA B IY N
27506	raccoon	R AE K UW N
27507	racehorse	R EY S HH AO R S
27508	racer	R EY S ER
27509	racetrack	R EY S T R AE K
27510	raceway	R EY S W EY
27511	rachael	R EY CH AH L
27512	rachelle	R AH SH EH L
27513	racialism	R EY SH AH L IH Z AH M
27514	racine	R AH S IY N
27515	raciness	R EY S IY N AH S
27516	racism	R EY S IH Z AH M
27517	racist	R EY S IH S T
27518	racket	R AE K IH T
27519	racketeer	R AE K IH T IH R
27520	racketeering	R AE K IH T IH R IH NG
27521	raconteur	R AE K AA N T UW R
27522	racquetball	R AE K AH T B AO L
27523	racy	R EY S IY
27524	rad	R AE D
27525	radcliff	R AE D K L IH F
27526	radcliffe	R AE D K L IH F
27527	radial	R EY D IY AH L
27528	radiance	R EY D IY AH N S
27529	radiant	R EY D IY AH N T
27530	radiate	R EY D IY AH T
27531	radiator	R EY D IY EY T ER
27532	radicalize	R AE D IH K AH L AY Z
27533	radiology	R EY D IY AA L AH JH IY
27534	radioman	R EY D IY OW M AE N
27535	radish	R AE D IH SH
27536	radium	R EY D IY AH M
27537	radon	R EY D AA N
27538	rae	R EY
27539	raeburn	R EY B ER N
27540	raf	R AE F
27541	rafael	R AA F AY EH L
27542	raff	R AE F
27543	raffish	R AE F IH SH
27544	raffle	R AE F AH L
27545	raffles	R AE F AH L Z
27546	raft	R AE F T
27547	rafter	R AE F T ER
27548	rafting	R AE F T IH NG
27549	rag	R AE G
27550	ragged	R AE G AH D
27551	raggedy	R AE G AH D IY
27552	raging	R EY JH IH NG
27553	ragtag	R AE G T AE G
27554	ragtime	R AE G T AY M
27555	ragtop	R AE G T AO P
27556	ragweed	R AE G W IY D
27557	rah	R AA
27558	raider	R EY D ER
27559	railing	R EY L IH NG
27560	railroading	R EY L R OW D IH NG
27561	raincoat	R EY N K OW T
27562	raindrop	R EY N D R AA P
27563	rainfall	R EY N F AO L
27564	rainier	R EY N IH R
27565	rainmaker	R EY N M EY K ER
27566	rainstorm	R EY N S T AO R M
27567	rainwater	R EY N W AO T ER
27568	rainy	R EY N IY
27569	raiser	R EY Z ER
27570	raisin	R EY Z IH N
27571	raj	R AA ZH
27572	rake	R EY K
27573	rakish	R EY K IH SH
27574	rall	R AO L
27575	rama	R AA M AH
27576	ramada	R AH M AA D AH
27577	ramadan	R AE M AH D AH N
27578	ramble	R AE M B AH L
27579	rambler	R AE M B L ER
27580	rambo	R AE M B OW
27581	ramesses	R AE M AH S IH Z
27582	ramify	R AE M AH F AY
27583	ramirez	R AH M IH R EH Z
27584	ramiro	R AH M IH R OW
27585	rammed	R AE M D
27586	rammer	R AE M ER
27587	ramming	R AE M IH NG
27588	ramon	R AH M OW N
27589	ramona	R AH M OW N AH
27590	ramos	R AA M OW S
27591	ramp	R AE M P
27592	rampage	R AE M P EY JH
27593	rampant	R AE M P AH N T
27594	rampart	R AE M P AA R T
27595	ramrod	R AE M R AA D
27596	ramsay	R AE M Z IY
27597	ramses	R AE M S IY Z
27598	ramsey	R AE M Z IY
27599	ramshackle	R AE M SH AE K AH L
27600	rance	R AE N S
27601	rancher	R AE N CH ER
27602	ranchero	R AA N CH EH R OW
27603	ranching	R AE N CH IH NG
27604	rancho	R AE N CH OW
27605	rancid	R AE N S IH D
27606	rancidity	R AE N S IH D IH T IY
27607	rancor	R AE NG K ER
27608	rancorous	R AE NG K ER AH S
27609	randal	R AE N D AH L
27610	randall	R AE N D AH L
27611	randell	R AE N D EH L
27612	randi	R AE N D IY
27613	randolph	R AE N D AA L F
27614	randomize	R AE N D AH M AY Z
27615	randomness	R AE N D AH M N AH S
27616	ranee	R AE N IY
27617	rang	R AE NG
27618	rangoon	R AE NG G UW N
27619	rangy	R EY N JH IY
27620	rankin	R AE NG K IH N
27621	rankine	R AE NG K AY N
27622	rankle	R AE NG K AH L
27623	ransack	R AE N S AE K
27624	ransom	R AE N S AH M
27625	rant	R AE N T
27626	ranting	R AE N T IH NG
27627	raoul	R AA UW L
27628	rapacious	R AH P AE SH IH S
27629	raper	R EY P ER
27630	rapeseed	R EY P S IY D
27631	raphael	R AA F AY EH L
27632	rapidity	R AH P IH D AH T IY
27633	rapier	R EY P IY ER
27634	rapist	R EY P IH S T
27635	rappaport	R AE P AH P AO R T
27636	rapped	R AE P T
27637	rappelling	R AH P EH L IH NG
27638	rapper	R AE P ER
27639	rapping	R AE P IH NG
27640	rapport	R AE P AO R
27641	rapprochement	R AE P R OW SH M AA N
27642	rapt	R AE P T
27643	raptor	R AE P T ER
27644	raptorial	R AE P T AO R IY AH L
27645	rapture	R AE P CH ER
27646	rapturous	R AE P CH ER AH S
27647	rapunzel	R AA P UH Z AH L
27648	raquel	R AH K EH L
27649	rarefy	R EH R AH F AY
27650	rareness	R EH R N IH S
27651	rarity	R EH R AH T IY
27652	rascal	R AE S K AH L
27653	rash	R AE SH
27654	rask	R AE S K
27655	rasmussen	R AE S M AH S AH N
27656	rasp	R AE S P
27657	raspberry	R AE Z B EH R IY
27658	rasputin	R AH S P Y UW T IH N
27659	raspy	R AE S P IY
27660	raster	R AE S T ER
27661	rata	R AE T AH
27662	ratatouille	R AE T AH T UW Y
27663	ratchet	R AE CH AH T
27664	ratepayer	R EY T P EY ER
27665	rater	R EY T ER
27666	rath	R AE TH
27667	rathe	R EY DH
27668	rathskeller	R AE TH S K EH L ER
27669	ratified	R AE T AH F AY D
27670	ratify	R AE T AH F AY
27671	ration	R AE SH AH N
27672	rationale	R AE SH AH N AE L
27673	rationalize	R AE SH AH N AH L AY Z
27674	ratliff	R AE T L IH F
27675	rattan	R AE T AE N
27676	rattigan	R AE T IH G AH N
27677	rattle	R AE T AH L
27678	rattler	R AE T AH L ER
27679	rattlesnake	R AE T AH L S N EY K
27680	ratty	R AE T IY
27681	raucous	R AO K AH S
27682	raul	R AO L
27683	raunchy	R AO N CH IY
27684	ravage	R AE V IH JH
27685	ravages	R AE V IH JH IH Z
27686	rave	R EY V
27687	ravel	R AE V AH L
27688	raven	R EY V AH N
27689	ravenna	R AH V EH N AH
27690	ravenous	R AE V AH N AH S
27691	ravin	R AE V IH N
27692	ravine	R AH V IY N
27693	raving	R EY V IH NG
27694	ravioli	R AE V IY OW L IY
27695	ravishing	R AE V IH SH IH NG
27696	rawhide	R AO HH AY D
27697	rawlings	R AO L IH NG Z
27698	rawness	R AO N IH S
27699	rayburn	R EY B ER N
27700	raymundo	R EY M AH N D OW
27701	rayon	R EY AH N
27702	raze	R EY Z
27703	razor	R EY Z ER
27704	razorback	R EY Z ER B AE K
27705	razzmatazz	R AE Z M AH T AE Z
27706	reachable	R IY CH AH B AH L
27707	reacquire	R IY AH K W AY R
27708	react	R IY AE K T
27709	readable	R IY D AH B AH L
27710	reade	R EH D
27711	readership	R IY D ER SH IH P
27712	readiness	R EH D IY N AH S
27713	readmitted	R IY AH D M IH T IH D
27714	readout	R IY D AW T
27715	reagan	R EY G AH N
27716	realism	R IY AH L IH Z M
27717	realist	R IY AH L IH S T
27718	realities	R IY AE L AH T IY Z
27719	realization	R IY L AH Z EY SH AH N
27720	ream	R IY M
27721	reamer	R IY M ER
27722	reap	R IY P
27723	reaper	R IY P ER
27724	reappraise	R IY AH P R EY Z
27725	reasoner	R IY Z AH N ER
27726	reassembly	R IY AH S EH M B L IY
27727	reassume	R IY AH S UW M
27728	reassuring	R IY AH SH UH R IH NG
27729	reave	R IY V
27730	reba	R IY B AH
27731	rebellion	R IH B EH L Y AH N
27732	rebellious	R IH B EH L Y AH S
27733	rebid	R IY B IH D
27734	rebirth	R IY B ER TH
27735	rebook	R IY B UH K
27736	rebuild	R IY B IH L D
27737	rebuke	R IY B Y UW K
27738	rebuking	R IY B Y UW K IH NG
27739	rebuttal	R IH B AH T AH L
27740	recap	R IY K AE P
27741	receivership	R IH S IY V ER SH IH P
27742	receptive	R IH S EH P T IH V
27743	recess	R IH S EH S
27744	recessive	R AH S EH S IH V
27745	recharge	R IY CH AA R JH
27746	recital	R AH S AY T AH L
27747	reckless	R EH K L AH S
27748	recklessness	R EH K L AH S N AH S
27749	reckon	R EH K AH N
27750	reckoning	R EH K AH N IH NG
27751	reclaim	R IY K L EY M
27752	reclaimed	R IY K L EY M D
27753	recline	R IH K L AY N
27754	recliner	R IH K L AY N ER
27755	recluse	R IH K L UW S
27756	recompense	R EH K AH M P EH N S
27757	recon	R IY K AO N
27758	reconcile	R EH K AH N S AY L
27759	reconciled	R EH K AH N S AY L D
27760	recondite	R EH K AH N D AY T
27761	reconnoiter	R IY K AH N OY T ER
27762	recount	R IH K AW N T
27763	recoup	R IH K UW P
27764	recourse	R IY K AO R S
27765	recreate	R EH K R IY EY T
27766	recruit	R AH K R UW T
27767	recruiter	R IH K R UW T ER
27768	rectal	R EH K T AH L
27769	rectangle	R EH K T AE NG G AH L
27770	rectifier	R EH K T AH F AY ER
27771	rectify	R EH K T AH F AY
27772	rectitude	R EH K T IH T UW D
27773	rector	R EH K T ER
27774	rectory	R EH K T ER IY
27775	rectum	R EH K T AH M
27776	recuperate	R IH K UW P ER EY T
27777	recur	R IH K ER
27778	recurred	R IY K ER D
27779	recurrence	R IH K ER AH N S
27780	recurring	R IH K ER IH NG
27781	recusal	R IH K Y UW Z AH L
27782	recuse	R IH K Y UW Z
27783	recycle	R IY S AY K AH L
27784	redact	R IH D AE K T
27785	redbird	R EH D B ER D
27786	redbud	R EH D B AH D
27787	redcoat	R EH D K OW T
27788	redd	R EH D
27789	redden	R EH D AH N
27790	redding	R EH D IH NG
27791	reddish	R EH D IH SH
27792	redeemable	R IH D IY M AH B AH L
27793	redeemed	R IH D IY M D
27794	redemption	R IH D EH M P SH AH N
27795	redemptive	R IH D EH M P T IH V
27796	redesign	R IY D IH Z AY N
27797	redfish	R EH D F IH SH
27798	redford	R EH D F ER D
27799	redgrave	R EH D G R EY V
27800	redirection	R IY D ER EH K SH AH N
27801	redisplay	R IY D IH S P L EY
27802	redlining	R EH D L AY N IH NG
27803	redmond	R EH D M AH N D
27804	redneck	R EH D N EH K
27805	redness	R EH D N AH S
27806	redo	R IY D UW
27807	redolent	R EH D AH L AH N T
27808	redouble	R IY D AH B AH L
27809	redoubt	R IY D AW T
27810	redound	R IY D AW N D
27811	redpoll	R EH D P OW L
27812	redraw	R IY D R AO
27813	redress	R IH D R EH S
27814	redskin	R EH D S K IH N
27815	redstone	R EH D S T OW N
27816	reducible	R AH D UW S AH B AH L
27817	redundant	R IH D AH N D AH N T
27818	redwood	R EH D W UH D
27819	reebok	R IY B AA K
27820	reedy	R IY D IY
27821	reefer	R IY F ER
27822	reek	R IY K
27823	reese	R IY S
27824	reeve	R IY V
27825	reeves	R IY V Z
27826	reexport	R IY EH K S P AO R T
27827	referee	R EH F ER IY
27828	referendum	R EH F ER EH N D AH M
27829	refill	R IY F IH L
27830	refinement	R AH F AY N M AH N T
27831	refiner	R IH F AY N ER
27832	refinery	R IH F AY N ER IY
27833	refitting	R IY F IH T IH NG
27834	reflate	R IY F L EY T
27835	reflecting	R IH F L EH K T IH NG
27836	reflective	R IH F L EH K T IH V
27837	reflector	R IH F L EH K T ER
27838	reflex	R IY F L EH K S
27839	reflexive	R AH F L EH K S IH V
27840	reformation	R EH F ER M EY SH AH N
27841	reformed	R IH F AO R M D
27842	reformist	R IH F AO R M IH S T
27843	refractive	R AH F R AE K T IH V
27844	refractor	R AH F R AE K T ER
27845	refractory	R AH F R AE K T ER IY
27846	refrain	R IH F R EY N
27847	refreshed	R IY F R EH SH T
27848	refresher	R IH F R EH SH ER
27849	refreshing	R IH F R EH SH IH NG
27850	refrigerate	R IH F R IH JH ER EY T
27851	refuge	R EH F Y UW JH
27852	refugee	R EH F Y UW JH IY
27853	refugio	R AH F Y UW JH IY OW
27854	refusal	R AH F Y UW Z AH L
27855	refute	R IH F Y UW T
27856	regain	R IH G EY N
27857	regal	R IY G AH L
27858	regalia	R IH G EY L Y AH
27859	regatta	R IH G AA T AH
27860	regency	R IY JH AH N S IY
27861	regensburg	R IY G AH N Z B ER G
27862	reggie	R EH JH IY
27863	regimen	R EH JH AH M AH N
27864	regiment	R EH JH AH M AH N T
27865	regina	R IH JH IY N AH
27866	reginald	R EH JH AH N AH L D
27867	regis	R IY JH IH S
27868	regress	R IY G R EH S
27869	regressive	R AH G R EH S IH V
27870	regret	R AH G R EH T
27871	regretful	R IH G R EH T F AH L
27872	regretted	R IH G R EH T IH D
27873	regretting	R IH G R EH T IH NG
27874	regroup	R IY G R UW P
27875	regulate	R EH G Y AH L EY T
27876	regulator	R EH G Y AH L EY T ER
27877	regurgitate	R IH G ER JH AH T EY T
27878	rehearsal	R IH HH ER S AH L
27879	rehearsed	R IY HH ER S T
27880	rehnquist	R EH N K W IH S T
27881	rehydrate	R IY HH AY D R EY T
27882	reich	R AY K
27883	reichenberg	R AY K AH N B ER G
27884	reign	R EY N
27885	reignite	R IY IH G N AY T
27886	reilly	R AY L IY
27887	reimburse	R IY IH M B ER S
27888	reims	R IY M Z
27889	rein	R EY N
27890	reinaldo	R EY N AA L D OW
27891	reindeer	R EY N D IH R
27892	reinforce	R IY IH N F AO R S
27893	reinhardt	R AY N HH AA R T
27894	reinhold	R AY N HH OW L T
27895	reinstall	R IY IH N S T AA L
27896	reit	R AY T
27897	reiterate	R IY IH T ER EY T
27898	rejection	R IH JH EH K SH AH N
27899	rejoice	R IH JH OY S
27900	rejoicing	R IH JH OY S IH NG
27901	rejoinder	R IH JH OY N D ER
27902	rejuvenate	R IH JH UW V AH N EY T
27903	relational	R IY L EY SH AH N AH L
27904	relegate	R EH L AH G EY T
27905	relent	R IH L EH N T
27906	relentless	R IH L EH N T L IH S
27907	relevancy	R EH L AH V AH N S IY
27908	reliably	R IH L AY AH B L IY
27909	reliant	R IH L AY AH N T
27910	relic	R EH L IH K
27911	relieve	R IH L IY V
27912	reliever	R IY L IY V ER
27913	relinquish	R IH L IH NG K W IH SH
27914	relish	R EH L IH SH
27915	reluctance	R IH L AH K T AH N S
27916	reluctant	R IH L AH K T AH N T
27917	rem	R EH M
27918	remand	R IH M AE N D
27919	remarked	R IH M AA R K T
27920	rembrandt	R EH M B R AE N T
27921	remington	R EH M IH NG T AH N
27922	reminisce	R EH M AH N IH S
27923	remiss	R IY M IH S
27924	remit	R IY M IH T
27925	remittance	R IY M IH T AH N S
27926	remitted	R IY M IH T IH D
27927	remnant	R EH M N AH N T
27928	remold	R IY M OW L D
27929	remorse	R IH M AO R S
27930	remorseful	R IH M AO R S F AH L
27931	remorseless	R IH M AO R S L AH S
27932	remoteness	R IY M OW T N AH S
27933	remunerate	R IH M Y UW N ER EY T
27934	remus	R IY M AH S
27935	rena	R IY N AH
27936	renal	R IY N AH L
27937	rename	R IY N EY M
27938	renault	R AH N OW
27939	rendezvous	R AA N D IH V UW
27940	rendition	R EH N D IH SH AH N
27941	rene	R AH N EY
27942	renee	R AH N EY
27943	renegade	R EH N AH G EY D
27944	renege	R IH N IH G
27945	renewed	R IH N UW D
27946	renfrew	R EH N F R UW
27947	renin	R IY N AH N
27948	rennet	R EH N AH T
27949	renoir	R EH N W AA R
27950	renounce	R IH N AW N S
27951	renovate	R EH N AH V EY T
27952	renovation	R EH N AH V EY SH AH N
27953	renovator	R EH N AH V EY T ER
27954	renown	R IH N AW N
27955	rented	R EH N T IH D
27956	renter	R EH N T ER
27957	rentier	R EH T IY ER
27958	reopen	R IY OW P AH N
27959	repaid	R IY P EY D
27960	repaint	R IY P EY N T
27961	repairman	R IH P EH R M AE N
27962	repairmen	R IH P EH R M EH N
27963	reparation	R EH P ER EY SH AH N
27964	reparations	R EH P ER EY SH AH N Z
27965	repartee	R EH P ER T IY
27966	repass	R IY P AE S
27967	repatriate	R IY P EY T R IY EY T
27968	repeal	R IH P IY L
27969	repealed	R IH P IY L D
27970	repeatable	R IH P IY T AH B AH L
27971	repeater	R IH P IY T ER
27972	repeating	R IH P IY T IH NG
27973	repel	R IH P EH L
27974	repelled	R AH P EH L D
27975	repellent	R IH P EH L AH N T
27976	repelling	R AH P EH L IH NG
27977	repent	R IH P EH N T
27978	repentance	R IH P EH N T AH N S
27979	repentant	R IH P EH N T AH N T
27980	repenting	R IH P EH N T IH NG
27981	repercussion	R IY P ER K AH SH AH N
27982	repertoire	R EH P ER T W AA R
27983	repertory	R EH P ER T AO R IY
27984	repetition	R EH P AH T IH SH AH N
27985	repetitious	R EH P AH T IH SH AH S
27986	repetitive	R IH P EH T IH T IH V
27987	replant	R IY P L AE N T
27988	replenish	R IY P L EH N IH SH
27989	replete	R IY P L IY T
27990	replicate	R EH P L AH K EY T
27991	replicator	R EH P L IH K EY T ER
27992	reportage	R IH P AO R T IH JH
27993	repp	R EH P
27994	repress	R IY P R EH S
27995	repressed	R IY P R EH S T
27996	repression	R IY P R EH SH AH N
27997	repressive	R IY P R EH S IH V
27998	reprieve	R IY P R IY V
27999	reprimand	R EH P R AH M AE N D
28000	reprisal	R IY P R AY Z AH L
28001	reprise	R IH P R AY Z
28002	reproach	R IY P R OW CH
28003	reprobate	R EH P R AO B EY T
28004	reptile	R EH P T AY L
28005	reptilian	R EH P T IH L Y AH N
28006	repudiate	R IY P Y UW D IY EY T
28007	repugnant	R IH P AH G N AH N T
28008	repulsive	R IY P AH L S IH V
28009	repurchase	R IY P ER CH AH S
28010	repute	R IY P Y UW T
28011	reputed	R IH P Y UW T IH D
28012	requiem	R EH K W IY AH M
28013	requisite	R EH K W AH Z AH T
28014	reread	R IY R IY D
28015	rerunning	R IY R AH N IH NG
28016	rescind	R IH S IH N D
28017	rescission	R IH S IH ZH AH N
28018	rescuer	R EH S K Y UW ER
28019	reseda	R EH S EY D AH
28020	resemble	R IH Z EH M B AH L
28021	resend	R IH Z EH N D
28022	resent	R IH Z EH N T
28023	resentful	R IH Z EH N T F AH L
28024	reservist	R IH Z ER V IH S T
28025	reshape	R IY SH EY P
28026	reside	R IH Z AY D
28027	residency	R EH Z IH D AH N S IY
28028	residual	R IH Z IH JH UW AH L
28029	residue	R EH Z AH D UW
28030	resigned	R IH Z AY N D
28031	resilience	R IH Z IH L IY AH N S
28032	resilient	R IH Z IH L Y AH N T
28033	resin	R EH Z AH N
28034	resistor	R IH Z IH S T ER
28035	resold	R IY S OW L D
28036	resolute	R EH Z AH L UW T
28037	resonance	R EH Z AH N AH N S
28038	resonant	R EH Z AH N AH N T
28039	resonate	R EH Z AH N EY T
28040	resound	R IY S AW N D
28041	resounding	R IY S AW N D IH NG
28042	resourceful	R IY S AO R S F AH L
28043	respiration	R EH S P ER EY SH AH N
28044	respirator	R EH S P ER EY T ER
28045	responsive	R IH S P AA N S IH V
28046	restage	R IY S T EY JH
28047	restart	R IY S T AA R T
28048	restaurateur	R EH S T ER AH T ER
28049	restful	R EH S T F AH L
28050	restive	R EH S T IH V
28051	restiveness	R EH S T IH V N AH S
28052	restless	R EH S T L AH S
28053	restorer	R IH S T AO R ER
28054	restrain	R IY S T R EY N
28055	restrained	R IY S T R EY N D
28056	restraint	R IH S T R EY N T
28057	restroom	R EH S T R UW M
28058	resultant	R IY Z AH L T AH N T
28059	resumption	R IH Z AH M P SH AH N
28060	resupply	R IY S AH P L AY
28061	resurgence	R IY S ER JH AH N S
28062	resurgent	R IH S ER JH AH N T
28063	resurrect	R EH Z ER EH K T
28064	resurrection	R EH Z ER EH K SH AH N
28065	resuscitate	R IH S AH S IH T EY T
28066	retainer	R IH T EY N ER
28067	retake	R IY T EY K
28068	retaliate	R IH T AE L IY EY T
28069	retard	R IH T AA R D
28070	retardant	R IY T AA R D AH N T
28071	rethink	R IY TH IH NG K
28072	rethought	R IY TH AO T
28073	reticence	R EH T IH S AH N S
28074	reticent	R EH T IH S AH N T
28075	retina	R EH T AH N AH
28076	retinal	R EH T AH N AH L
28077	retinol	R EH T IH N AO L
28078	retinue	R EH T AH N UW
28079	retiree	R IY T AY R IY
28080	retiring	R IH T AY R IH NG
28081	retort	R IY T AO R T
28082	retrace	R IY T R EY S
28083	retract	R IY T R AE K T
28084	retraction	R IY T R AE K SH AH N
28085	retread	R IY T R EH D
28086	retriever	R IY T R IY V ER
28087	retrofit	R EH T R OW F IH T
28088	retrograde	R EH T R AH G R EY D
28089	returnable	R IY T ER N AH B AH L
28090	returnee	R IH T ER N IY
28091	reuben	R UW B AH N
28092	reuther	R OY DH ER
28093	reva	R EY V AH
28094	revamping	R IY V AE M P IH NG
28095	revealing	R IH V IY L IH NG
28096	reveille	R EH V AH L IY
28097	revel	R EH V AH L
28098	reveler	R EH V AH L ER
28099	revelry	R EH V AH L R IY
28100	revenuer	R EH V AH N UW ER
28101	reverb	R IY V ER B
28102	reverberate	R IH V ER B ER AH T
28103	revere	R IH V IH R
28104	reverence	R EH V ER AH N S
28105	reverend	R EH V ER AH N D
28106	reverent	R EH V ER AH N T
28107	reverential	R EH V ER EH N SH AH L
28108	reverie	R EH V ER IY
28109	reversal	R IH V ER S AH L
28110	reversible	R IH V ER S AH B AH L
28111	reversion	R IH V ER ZH AH N
28112	revert	R IH V ER T
28113	revile	R IY V AY L
28114	revise	R IH V AY Z
28115	revival	R IH V AY V AH L
28116	revive	R IH V AY V
28117	revlon	R EH V L AA N
28118	revocable	R EH V AH K AH B AH L
28119	revoke	R IH V OW K
28120	revoked	R IH V OW K T
28121	revolt	R IH V OW L T
28122	revolting	R IY V OW L T IH NG
28123	revolve	R IY V AA L V
28124	revolver	R IH V AA L V ER
