,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count
229,invoribute,PLC,pseudo,long,complex,,9,,"['IH0', 'N', 'V', 'AO1', 'R', 'AH0', 'B', 'AH0', 'T']","['IH', 'N', 'V', 'AO', 'R', 'AH', 'B', 'AH', 'T']",,4,5
230,unfornity,PLC,pseudo,long,complex,,9,,"['AH0', 'N', 'F', 'AO1', 'R', 'N', 'IH0', 'T', 'IY0']","['AH', 'N', 'F', 'AO', 'R', 'N', 'IH', 'T', 'IY']",,4,5
231,didamplate,PLC,pseudo,long,complex,,9,,"['D', 'IH1', 'D', 'AH0', 'M', 'P', 'L', 'EY2', 'T']","['D', 'IH', 'D', 'AH', 'M', 'P', 'L', 'EY', 'T']",,3,6
232,weirdnest,PLC,pseudo,long,complex,,9,,"['W', 'ER1', 'D', 'AH0', 'N', 'S', 'T', 'AH0', 'T']","['W', 'ER', 'D', 'AH', 'N', 'S', 'T', 'AH', 'T']",,3,6
233,yug,PSS,pseudo,short,simple,,3,,"['Y', 'AH1', 'G']","['Y', 'AH', 'G']",,1,2
234,dop,PSS,pseudo,short,simple,,3,,"['D', 'AA1', 'P']","['D', 'AA', 'P']",,1,2
235,fed,PSS,pseudo,short,simple,,3,,"['F', 'EH1', 'D']","['F', 'EH', 'D']",,1,2
236,fut,PSS,pseudo,short,simple,,3,,"['F', 'AH1', 'T']","['F', 'AH', 'T']",,1,2
237,wid,PSS,pseudo,short,simple,,3,,"['W', 'IH1', 'D']","['W', 'IH', 'D']",,1,2
238,tob,PSS,pseudo,short,simple,,3,,"['T', 'AA1', 'B']","['T', 'AA', 'B']",,1,2
239,asy,PSS,pseudo,short,simple,,3,,"['EY1', 'S', 'IY0']","['EY', 'S', 'IY']",,2,1
240,dav,PSS,pseudo,short,simple,,3,,"['D', 'AA1', 'V']","['D', 'AA', 'V']",,1,2
241,terth,PSS,pseudo,short,simple,,3,,"['T', 'ER1', 'DH']","['T', 'ER', 'DH']",,1,2
242,jerf,PSS,pseudo,short,simple,,3,,"['JH', 'ER1', 'F']","['JH', 'ER', 'F']",,1,2
243,tog,PSS,pseudo,short,simple,,3,,"['T', 'AO1', 'G']","['T', 'AO', 'G']",,1,2
244,mim,PSS,pseudo,short,simple,,3,,"['M', 'IH1', 'M']","['M', 'IH', 'M']",,1,2
245,thurse,PSS,pseudo,short,simple,,3,,"['TH', 'ER1', 'S']","['TH', 'ER', 'S']",,1,2
246,fug,PSS,pseudo,short,simple,,3,,"['F', 'AH1', 'G']","['F', 'AH', 'G']",,1,2
247,clow,PSS,pseudo,short,simple,,3,,"['K', 'L', 'OW1']","['K', 'L', 'OW']",,1,2
248,gerf,PSS,pseudo,short,simple,,3,,"['G', 'ER1', 'F']","['G', 'ER', 'F']",,1,2
249,choune,PSS,pseudo,short,simple,,3,,"['CH', 'UW1', 'N']","['CH', 'UW', 'N']",,1,2
250,shoide,PSS,pseudo,short,simple,,3,,"['SH', 'OY1', 'D']","['SH', 'OY', 'D']",,1,2
251,spee,PSS,pseudo,short,simple,,3,,"['S', 'P', 'IY1']","['S', 'P', 'IY']",,1,2
252,mun,PSS,pseudo,short,simple,,3,,"['M', 'AH1', 'N']","['M', 'AH', 'N']",,1,2
253,frew,PSS,pseudo,short,simple,,3,,"['F', 'R', 'UW1']","['F', 'R', 'UW']",,1,2
254,poin,PSS,pseudo,short,simple,,3,,"['P', 'OY1', 'N']","['P', 'OY', 'N']",,1,2
255,pash,PSS,pseudo,short,simple,,3,,"['P', 'AE1', 'SH']","['P', 'AE', 'SH']",,1,2
256,pook,PSS,pseudo,short,simple,,3,,"['P', 'UH1', 'K']","['P', 'UH', 'K']",,1,2
257,zom,PSS,pseudo,short,simple,,3,,"['Z', 'AA1', 'M']","['Z', 'AA', 'M']",,1,2
258,vin,PSS,pseudo,short,simple,,3,,"['V', 'IH1', 'N']","['V', 'IH', 'N']",,1,2
259,bia,PSS,pseudo,short,simple,,3,,"['B', 'IY1', 'AH0']","['B', 'IY', 'AH']",,2,1
260,vid,PSS,pseudo,short,simple,,3,,"['V', 'IH1', 'D']","['V', 'IH', 'D']",,1,2
261,thowl,PSS,pseudo,short,simple,,3,,"['TH', 'OW1', 'L']","['TH', 'OW', 'L']",,1,2
262,thet,PSS,pseudo,short,simple,,3,,"['TH', 'EH1', 'T']","['TH', 'EH', 'T']",,1,2
263,puz,PSS,pseudo,short,simple,,3,,"['P', 'UH1', 'Z']","['P', 'UH', 'Z']",,1,2
264,mus,PSS,pseudo,short,simple,,3,,"['M', 'AH1', 'S']","['M', 'AH', 'S']",,1,2
265,vig,PSS,pseudo,short,simple,,3,,"['V', 'IH1', 'G']","['V', 'IH', 'G']",,1,2
266,shend,PSS,pseudo,short,simple,,4,,"['SH', 'EH1', 'N', 'D']","['SH', 'EH', 'N', 'D']",,1,3
267,clore,PSS,pseudo,short,simple,,4,,"['K', 'L', 'AO1', 'R']","['K', 'L', 'AO', 'R']",,1,3
268,pren,PSS,pseudo,short,simple,,4,,"['P', 'R', 'EH1', 'N']","['P', 'R', 'EH', 'N']",,1,3
269,frel,PSS,pseudo,short,simple,,4,,"['F', 'R', 'EH1', 'L']","['F', 'R', 'EH', 'L']",,1,3
270,eitchon,PSS,pseudo,short,simple,,4,,"['AY1', 'CH', 'AH0', 'N']","['AY', 'CH', 'AH', 'N']",,2,2
271,eshing,PSS,pseudo,short,simple,,4,,"['EH1', 'SH', 'IH0', 'NG']","['EH', 'SH', 'IH', 'NG']",,2,2
272,plar,PSS,pseudo,short,simple,,4,,"['P', 'L', 'AA1', 'R']","['P', 'L', 'AA', 'R']",,1,3
273,thoulah,PSS,pseudo,short,simple,,4,,"['TH', 'UW1', 'L', 'AH0']","['TH', 'UW', 'L', 'AH']",,2,2
274,wessau,PSS,pseudo,short,simple,,4,,"['W', 'EH1', 'S', 'OW0']","['W', 'EH', 'S', 'OW']",,2,2
275,prig,PSS,pseudo,short,simple,,4,,"['P', 'R', 'IH1', 'G']","['P', 'R', 'IH', 'G']",,1,3
276,pharl,PSS,pseudo,short,simple,,4,,"['F', 'AA1', 'R', 'L']","['F', 'AA', 'R', 'L']",,1,3
277,oppard,PSS,pseudo,short,simple,,4,,"['AA0', 'P', 'ER1', 'D']","['AA', 'P', 'ER', 'D']",,2,2
278,strugh,PSS,pseudo,short,simple,,4,,"['S', 'T', 'R', 'UW1']","['S', 'T', 'R', 'UW']",,1,3
279,horm,PSS,pseudo,short,simple,,4,,"['HH', 'AO1', 'R', 'M']","['HH', 'AO', 'R', 'M']",,1,3
280,sallar,PSS,pseudo,short,simple,,4,,"['S', 'AE1', 'L', 'ER0']","['S', 'AE', 'L', 'ER']",,2,2
281,aurick,PSS,pseudo,short,simple,,4,,"['AO1', 'R', 'IH0', 'K']","['AO', 'R', 'IH', 'K']",,2,2
282,porl,PSS,pseudo,short,simple,,4,,"['P', 'AO1', 'R', 'L']","['P', 'AO', 'R', 'L']",,1,3
283,cruss,PSS,pseudo,short,simple,,4,,"['K', 'R', 'AH1', 'S']","['K', 'R', 'AH', 'S']",,1,3
284,ando,PSS,pseudo,short,simple,,4,,"['AE1', 'N', 'D', 'OW0']","['AE', 'N', 'D', 'OW']",,2,2
285,opir,PSS,pseudo,short,simple,,4,,"['OW0', 'P', 'EH1', 'R']","['OW', 'P', 'EH', 'R']",,2,2
286,fress,PSS,pseudo,short,simple,,4,,"['F', 'R', 'EH1', 'S']","['F', 'R', 'EH', 'S']",,1,3
287,heacte,PSS,pseudo,short,simple,,4,,"['HH', 'EH1', 'K', 'T']","['HH', 'EH', 'K', 'T']",,1,3
288,smag,PSS,pseudo,short,simple,,4,,"['S', 'M', 'AE1', 'G']","['S', 'M', 'AE', 'G']",,1,3
289,cangue,PSS,pseudo,short,simple,,4,,"['K', 'AE1', 'NG', 'G']","['K', 'AE', 'NG', 'G']",,1,3
290,clidge,PSS,pseudo,short,simple,,4,,"['K', 'L', 'IH1', 'JH']","['K', 'L', 'IH', 'JH']",,1,3
291,nobere,PSS,pseudo,short,simple,,4,,"['N', 'OW1', 'B', 'ER0']","['N', 'OW', 'B', 'ER']",,2,2
292,thount,PSS,pseudo,short,simple,,4,,"['TH', 'AW1', 'N', 'T']","['TH', 'AW', 'N', 'T']",,1,3
293,stut,PSS,pseudo,short,simple,,4,,"['S', 'T', 'AH1', 'T']","['S', 'T', 'AH', 'T']",,1,3
294,plass,PSS,pseudo,short,simple,,4,,"['P', 'L', 'AE1', 'S']","['P', 'L', 'AE', 'S']",,1,3
295,knound,PSS,pseudo,short,simple,,4,,"['N', 'AW1', 'N', 'D']","['N', 'AW', 'N', 'D']",,1,3
296,tungth,PSS,pseudo,short,simple,,4,,"['T', 'AH1', 'NG', 'TH']","['T', 'AH', 'NG', 'TH']",,1,3
297,traime,PSS,pseudo,short,simple,,4,,"['T', 'R', 'EY1', 'M']","['T', 'R', 'EY', 'M']",,1,3
298,swit,PSS,pseudo,short,simple,,4,,"['S', 'W', 'IH1', 'T']","['S', 'W', 'IH', 'T']",,1,3
299,agai,PSS,pseudo,short,simple,,4,,"['AH0', 'G', 'AA1', 'IY0']","['AH', 'G', 'AA', 'IY']",,3,1
300,surkine,PSS,pseudo,short,simple,,5,,"['S', 'ER1', 'K', 'AY0', 'N']","['S', 'ER', 'K', 'AY', 'N']",,2,3
301,oriva,PSS,pseudo,short,simple,,5,,"['AO0', 'R', 'IY1', 'V', 'AH0']","['AO', 'R', 'IY', 'V', 'AH']",,3,2
302,fesig,PSS,pseudo,short,simple,,5,,"['F', 'EH1', 'S', 'IH0', 'G']","['F', 'EH', 'S', 'IH', 'G']",,2,3
303,otroa,PSS,pseudo,short,simple,,5,,"['AW0', 'T', 'R', 'OW1', 'AH0']","['AW', 'T', 'R', 'OW', 'AH']",,3,2
304,mussid,PSS,pseudo,short,simple,,5,,"['M', 'AH1', 'S', 'IH0', 'D']","['M', 'AH', 'S', 'IH', 'D']",,2,3
305,basire,PSS,pseudo,short,simple,,5,,"['B', 'AH0', 'S', 'IY1', 'R']","['B', 'AH', 'S', 'IY', 'R']",,2,3
306,smazi,PSS,pseudo,short,simple,,5,,"['S', 'M', 'AA1', 'Z', 'IY0']","['S', 'M', 'AA', 'Z', 'IY']",,2,3
307,sithro,PSS,pseudo,short,simple,,5,,"['S', 'IH1', 'TH', 'R', 'OW0']","['S', 'IH', 'TH', 'R', 'OW']",,2,3
308,euris,PSS,pseudo,short,simple,,5,,"['Y', 'UW1', 'R', 'IH0', 'S']","['Y', 'UW', 'R', 'IH', 'S']",,2,3
309,naudin,PSS,pseudo,short,simple,,5,,"['N', 'AO1', 'D', 'IH0', 'N']","['N', 'AO', 'D', 'IH', 'N']",,2,3
310,telide,PSS,pseudo,short,simple,,5,,"['T', 'EH0', 'L', 'AY1', 'D']","['T', 'EH', 'L', 'AY', 'D']",,2,3
311,churact,PSS,pseudo,short,simple,,5,,"['CH', 'ER0', 'AE1', 'K', 'T']","['CH', 'ER', 'AE', 'K', 'T']",,2,3
312,althod,PSS,pseudo,short,simple,,5,,"['AE1', 'L', 'TH', 'AH0', 'D']","['AE', 'L', 'TH', 'AH', 'D']",,2,3
313,nethio,PSS,pseudo,short,simple,,5,,"['N', 'EH1', 'TH', 'IY0', 'OW0']","['N', 'EH', 'TH', 'IY', 'OW']",,3,2
314,speeho,PSS,pseudo,short,simple,,5,,"['S', 'P', 'IY1', 'HH', 'OW0']","['S', 'P', 'IY', 'HH', 'OW']",,2,3
315,favig,PSS,pseudo,short,simple,,5,,"['F', 'AA1', 'V', 'IH0', 'G']","['F', 'AA', 'V', 'IH', 'G']",,2,3
316,addrol,PSS,pseudo,short,simple,,5,,"['AE1', 'D', 'R', 'AH0', 'L']","['AE', 'D', 'R', 'AH', 'L']",,2,3
317,anaha,PSS,pseudo,short,simple,,5,,"['AE1', 'N', 'AH0', 'HH', 'AA2']","['AE', 'N', 'AH', 'HH', 'AA']",,3,2
318,hercene,PSS,pseudo,short,simple,,5,,"['HH', 'ER1', 'S', 'IY0', 'N']","['HH', 'ER', 'S', 'IY', 'N']",,2,3
319,pothol,PSS,pseudo,short,simple,,5,,"['P', 'AA1', 'TH', 'AH0', 'L']","['P', 'AA', 'TH', 'AH', 'L']",,2,3
320,sommis,PSS,pseudo,short,simple,,5,,"['S', 'AA1', 'M', 'IH0', 'S']","['S', 'AA', 'M', 'IH', 'S']",,2,3
321,durdin,PSS,pseudo,short,simple,,5,,"['D', 'ER1', 'D', 'IH0', 'N']","['D', 'ER', 'D', 'IH', 'N']",,2,3
322,estit,PSS,pseudo,short,simple,,5,,"['EH1', 'S', 'T', 'IH0', 'T']","['EH', 'S', 'T', 'IH', 'T']",,2,3
323,govior,PSS,pseudo,short,simple,,5,,"['G', 'OW1', 'V', 'Y', 'ER0']","['G', 'OW', 'V', 'Y', 'ER']",,2,3
324,slosp,PSS,pseudo,short,simple,,5,,"['S', 'L', 'AA1', 'S', 'P']","['S', 'L', 'AA', 'S', 'P']",,1,4
325,thapet,PSS,pseudo,short,simple,,5,,"['TH', 'AE1', 'P', 'AH0', 'T']","['TH', 'AE', 'P', 'AH', 'T']",,2,3
326,happos,PSS,pseudo,short,simple,,5,,"['HH', 'AE1', 'P', 'OW0', 'Z']","['HH', 'AE', 'P', 'OW', 'Z']",,2,3
327,fackda,PSS,pseudo,short,simple,,5,,"['F', 'AE1', 'K', 'D', 'AH0']","['F', 'AE', 'K', 'D', 'AH']",,2,3
328,waffit,PSS,pseudo,short,simple,,5,,"['W', 'AA1', 'F', 'IH0', 'T']","['W', 'AA', 'F', 'IH', 'T']",,2,3
329,motac,PSS,pseudo,short,simple,,5,,"['M', 'OW1', 'T', 'AH0', 'K']","['M', 'OW', 'T', 'AH', 'K']",,2,3
330,dimeth,PSS,pseudo,short,simple,,5,,"['D', 'IH1', 'M', 'IH0', 'TH']","['D', 'IH', 'M', 'IH', 'TH']",,2,3
331,mellem,PSS,pseudo,short,simple,,5,,"['M', 'EH1', 'L', 'IH0', 'M']","['M', 'EH', 'L', 'IH', 'M']",,2,3
332,seget,PSS,pseudo,short,simple,,5,,"['S', 'EH1', 'G', 'IH0', 'T']","['S', 'EH', 'G', 'IH', 'T']",,2,3
333,sinempt,PLS,pseudo,long,simple,,7,,"['S', 'IH1', 'N', 'AH0', 'M', 'P', 'T']","['S', 'IH', 'N', 'AH', 'M', 'P', 'T']",,2,5
334,admilaire,PLS,pseudo,long,simple,,7,,"['AE1', 'D', 'M', 'AH0', 'L', 'EH2', 'R']","['AE', 'D', 'M', 'AH', 'L', 'EH', 'R']",,3,4
335,shosequin,PLS,pseudo,long,simple,,7,,"['SH', 'OW1', 'S', 'K', 'W', 'IH0', 'N']","['SH', 'OW', 'S', 'K', 'W', 'IH', 'N']",,2,5
336,thamises,PLS,pseudo,long,simple,,7,,"['TH', 'AE1', 'M', 'AH0', 'S', 'AH0', 'Z']","['TH', 'AE', 'M', 'AH', 'S', 'AH', 'Z']",,3,4
337,hunfict,PLS,pseudo,long,simple,,7,,"['HH', 'AH0', 'N', 'F', 'IH1', 'K', 'T']","['HH', 'AH', 'N', 'F', 'IH', 'K', 'T']",,2,5
338,winagen,PLS,pseudo,long,simple,,7,,"['W', 'IH1', 'N', 'AH0', 'G', 'AH0', 'N']","['W', 'IH', 'N', 'AH', 'G', 'AH', 'N']",,3,4
339,hasiden,PLS,pseudo,long,simple,,7,,"['HH', 'AE1', 'Z', 'IH0', 'D', 'AH0', 'N']","['HH', 'AE', 'Z', 'IH', 'D', 'AH', 'N']",,3,4
340,manketa,PLS,pseudo,long,simple,,7,,"['M', 'AE0', 'N', 'K', 'EH1', 'T', 'AH0']","['M', 'AE', 'N', 'K', 'EH', 'T', 'AH']",,3,4
341,dristive,PLS,pseudo,long,simple,,7,,"['D', 'R', 'IH1', 'S', 'T', 'IH0', 'V']","['D', 'R', 'IH', 'S', 'T', 'IH', 'V']",,2,5
342,gazakin,PLS,pseudo,long,simple,,7,,"['G', 'AE1', 'Z', 'AH0', 'K', 'IH0', 'N']","['G', 'AE', 'Z', 'AH', 'K', 'IH', 'N']",,3,4
343,rananut,PLS,pseudo,long,simple,,7,,"['R', 'AE1', 'N', 'AH0', 'N', 'AH2', 'T']","['R', 'AE', 'N', 'AH', 'N', 'AH', 'T']",,3,4
344,eurtiance,PLS,pseudo,long,simple,,7,,"['Y', 'UH1', 'R', 'SH', 'AH0', 'N', 'S']","['Y', 'UH', 'R', 'SH', 'AH', 'N', 'S']",,2,5
345,plexan,PLS,pseudo,long,simple,,7,,"['P', 'L', 'EH1', 'K', 'S', 'AH0', 'N']","['P', 'L', 'EH', 'K', 'S', 'AH', 'N']",,2,5
346,namsessi,PLS,pseudo,long,simple,,7,,"['N', 'AA0', 'M', 'S', 'EH1', 'S', 'IY0']","['N', 'AA', 'M', 'S', 'EH', 'S', 'IY']",,3,4
347,onlatin,PLS,pseudo,long,simple,,7,,"['AA1', 'N', 'L', 'AH0', 'T', 'IH0', 'N']","['AA', 'N', 'L', 'AH', 'T', 'IH', 'N']",,3,4
348,huxice,PLS,pseudo,long,simple,,7,,"['HH', 'AH1', 'K', 'S', 'IH0', 'K', 'S']","['HH', 'AH', 'K', 'S', 'IH', 'K', 'S']",,2,5
349,relorma,PLS,pseudo,long,simple,,7,,"['R', 'IH0', 'L', 'AO1', 'R', 'M', 'AH0']","['R', 'IH', 'L', 'AO', 'R', 'M', 'AH']",,3,4
350,idstary,PLS,pseudo,long,simple,,7,,"['AY1', 'D', 'S', 'T', 'EH2', 'R', 'IY0']","['AY', 'D', 'S', 'T', 'EH', 'R', 'IY']",,3,4
351,conermate,PLS,pseudo,long,simple,,7,,"['K', 'OW1', 'N', 'ER0', 'M', 'EY2', 'T']","['K', 'OW', 'N', 'ER', 'M', 'EY', 'T']",,3,4
352,jumethena,PLS,pseudo,long,simple,,7,,"['JH', 'UW1', 'M', 'TH', 'IY0', 'N', 'AE']","['JH', 'UW', 'M', 'TH', 'IY', 'N', 'AE']",,3,4
353,inturshle,PLS,pseudo,long,simple,,7,,"['IH0', 'N', 'T', 'ER1', 'CH', 'AH0', 'L']","['IH', 'N', 'T', 'ER', 'CH', 'AH', 'L']",,3,4
354,taxond,PLS,pseudo,long,simple,,7,,"['T', 'AE1', 'K', 'S', 'AH0', 'N', 'D']","['T', 'AE', 'K', 'S', 'AH', 'N', 'D']",,2,5
355,aslatif,PLS,pseudo,long,simple,,7,,"['AH0', 'S', 'L', 'AH1', 'T', 'IH0', 'F']","['AH', 'S', 'L', 'AH', 'T', 'IH', 'F']",,3,4
356,liscuse,PLS,pseudo,long,simple,,7,,"['L', 'IH0', 'S', 'K', 'Y', 'UW1', 'S']","['L', 'IH', 'S', 'K', 'Y', 'UW', 'S']",,2,5
357,lifflica,PLS,pseudo,long,simple,,7,,"['L', 'IH0', 'F', 'L', 'IH1', 'K', 'AH0']","['L', 'IH', 'F', 'L', 'IH', 'K', 'AH']",,3,4
358,durivat,PLS,pseudo,long,simple,,7,,"['D', 'UH0', 'R', 'IY1', 'V', 'AH0', 'T']","['D', 'UH', 'R', 'IY', 'V', 'AH', 'T']",,3,4
359,grovion,PLS,pseudo,long,simple,,7,,"['G', 'R', 'OW1', 'V', 'IY0', 'AH0', 'N']","['G', 'R', 'OW', 'V', 'IY', 'AH', 'N']",,3,4
360,togento,PLS,pseudo,long,simple,,7,,"['T', 'OW0', 'JH', 'EH1', 'N', 'T', 'OW0']","['T', 'OW', 'JH', 'EH', 'N', 'T', 'OW']",,3,4
361,limillit,PLS,pseudo,long,simple,,7,,"['L', 'IH1', 'M', 'AH0', 'L', 'AH0', 'T']","['L', 'IH', 'M', 'AH', 'L', 'AH', 'T']",,3,4
362,chalicia,PLS,pseudo,long,simple,,7,,"['CH', 'AH0', 'L', 'IH1', 'S', 'IY0', 'AH0']","['CH', 'AH', 'L', 'IH', 'S', 'IY', 'AH']",,4,3
363,memagor,PLS,pseudo,long,simple,,7,,"['M', 'EH1', 'M', 'AH0', 'G', 'AO2', 'R']","['M', 'EH', 'M', 'AH', 'G', 'AO', 'R']",,3,4
364,contring,PLS,pseudo,long,simple,,7,,"['K', 'AA1', 'N', 'T', 'R', 'IH0', 'NG']","['K', 'AA', 'N', 'T', 'R', 'IH', 'NG']",,2,5
365,orgaral,PLS,pseudo,long,simple,,7,,"['AO0', 'R', 'G', 'AA1', 'R', 'AH0', 'L']","['AO', 'R', 'G', 'AA', 'R', 'AH', 'L']",,3,4
366,fillialis,PLS,pseudo,long,simple,,8,,"['F', 'IH0', 'L', 'AY1', 'AH0', 'L', 'AH0', 'S']","['F', 'IH', 'L', 'AY', 'AH', 'L', 'AH', 'S']",,4,4
367,cassitana,PLS,pseudo,long,simple,,8,,"['K', 'AE2', 'S', 'AH0', 'T', 'EY1', 'N', 'AH0']","['K', 'AE', 'S', 'AH', 'T', 'EY', 'N', 'AH']",,4,4
368,jospitim,PLS,pseudo,long,simple,,8,,"['JH', 'AA1', 'S', 'P', 'IH0', 'T', 'IH2', 'M']","['JH', 'AA', 'S', 'P', 'IH', 'T', 'IH', 'M']",,3,5
369,gosidend,PLS,pseudo,long,simple,,8,,"['G', 'AA1', 'S', 'IH0', 'D', 'AH0', 'N', 'D']","['G', 'AA', 'S', 'IH', 'D', 'AH', 'N', 'D']",,3,5
370,pourcrary,PLS,pseudo,long,simple,,8,,"['P', 'UH1', 'R', 'K', 'R', 'EH2', 'R', 'IY0']","['P', 'UH', 'R', 'K', 'R', 'EH', 'R', 'IY']",,3,5
371,thaninent,PLS,pseudo,long,simple,,8,,"['TH', 'AE1', 'N', 'IH0', 'N', 'AH0', 'N', 'T']","['TH', 'AE', 'N', 'IH', 'N', 'AH', 'N', 'T']",,3,5
372,secerold,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'S', 'IH0', 'R', 'OW2', 'L', 'D']","['S', 'EH', 'S', 'IH', 'R', 'OW', 'L', 'D']",,3,5
373,mastrence,PLS,pseudo,long,simple,,8,,"['M', 'AE1', 'S', 'T', 'R', 'AH0', 'N', 'S']","['M', 'AE', 'S', 'T', 'R', 'AH', 'N', 'S']",,2,6
374,sennicant,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'N', 'IH0', 'K', 'AH0', 'N', 'T']","['S', 'EH', 'N', 'IH', 'K', 'AH', 'N', 'T']",,3,5
375,senversan,PLS,pseudo,long,simple,,8,,"['S', 'EH1', 'N', 'V', 'ER0', 'S', 'AH0', 'N']","['S', 'EH', 'N', 'V', 'ER', 'S', 'AH', 'N']",,3,5
376,vioxida,PLS,pseudo,long,simple,,8,,"['V', 'IY0', 'OW1', 'K', 'S', 'IH0', 'D', 'AH0']","['V', 'IY', 'OW', 'K', 'S', 'IH', 'D', 'AH']",,4,4
377,junnspand,PLS,pseudo,long,simple,,8,,"['JH', 'AH1', 'N', 'S', 'P', 'AE2', 'N', 'D']","['JH', 'AH', 'N', 'S', 'P', 'AE', 'N', 'D']",,2,6
378,sertratin,PLS,pseudo,long,simple,,8,,"['S', 'ER1', 'T', 'R', 'AH0', 'T', 'AH0', 'N']","['S', 'ER', 'T', 'R', 'AH', 'T', 'AH', 'N']",,3,5
379,marbabus,PLS,pseudo,long,simple,,8,,"['M', 'AA1', 'R', 'B', 'AH0', 'B', 'AH0', 'S']","['M', 'AA', 'R', 'B', 'AH', 'B', 'AH', 'S']",,3,5
380,stropent,PLS,pseudo,long,simple,,8,,"['S', 'T', 'R', 'OW1', 'P', 'AH0', 'N', 'T']","['S', 'T', 'R', 'OW', 'P', 'AH', 'N', 'T']",,2,6
381,himbrion,PLS,pseudo,long,simple,,8,,"['HH', 'IH1', 'M', 'B', 'R', 'IY0', 'AH0', 'N']","['HH', 'IH', 'M', 'B', 'R', 'IY', 'AH', 'N']",,3,5
382,advioneys,PLS,pseudo,long,simple,,8,,"['AE0', 'D', 'V', 'IY1', 'OW0', 'N', 'IY0', 'Z']","['AE', 'D', 'V', 'IY', 'OW', 'N', 'IY', 'Z']",,4,4
383,lastomen,PLS,pseudo,long,simple,,8,,"['L', 'AE1', 'S', 'T', 'AH0', 'M', 'AH0', 'N']","['L', 'AE', 'S', 'T', 'AH', 'M', 'AH', 'N']",,3,5
384,curroxima,PLS,pseudo,long,simple,,8,,"['K', 'ER0', 'AH0', 'K', 'S', 'IY1', 'M', 'AH0']","['K', 'ER', 'AH', 'K', 'S', 'IY', 'M', 'AH']",,4,4
385,comilary,PLS,pseudo,long,simple,,8,,"['K', 'AA1', 'M', 'AH0', 'L', 'EH2', 'R', 'IY0']","['K', 'AA', 'M', 'AH', 'L', 'EH', 'R', 'IY']",,4,4
386,trefflont,PLS,pseudo,long,simple,,8,,"['T', 'R', 'EH1', 'F', 'L', 'AH0', 'N', 'T']","['T', 'R', 'EH', 'F', 'L', 'AH', 'N', 'T']",,2,6
387,cassibure,PLS,pseudo,long,simple,,8,,"['K', 'AE1', 'S', 'IH0', 'B', 'Y', 'UW2', 'R']","['K', 'AE', 'S', 'IH', 'B', 'Y', 'UW', 'R']",,3,5
388,havolviss,PLS,pseudo,long,simple,,8,,"['HH', 'AE1', 'V', 'AH0', 'L', 'V', 'IH0', 'S']","['HH', 'AE', 'V', 'AH', 'L', 'V', 'IH', 'S']",,3,5
389,pollinally,PLS,pseudo,long,simple,,8,,"['P', 'AA1', 'L', 'AH0', 'N', 'AH0', 'L', 'IY0']","['P', 'AA', 'L', 'AH', 'N', 'AH', 'L', 'IY']",,4,4
390,turforia,PLS,pseudo,long,simple,,8,,"['T', 'UH0', 'R', 'F', 'AO1', 'R', 'IY0', 'AH0']","['T', 'UH', 'R', 'F', 'AO', 'R', 'IY', 'AH']",,4,4
391,cloballis,PLS,pseudo,long,simple,,8,,"['K', 'L', 'OW1', 'B', 'AH0', 'L', 'IH0', 'S']","['K', 'L', 'OW', 'B', 'AH', 'L', 'IH', 'S']",,3,5
392,lonflity,PLS,pseudo,long,simple,,8,,"['L', 'AA1', 'N', 'F', 'L', 'IH2', 'T', 'IY0']","['L', 'AA', 'N', 'F', 'L', 'IH', 'T', 'IY']",,3,5
393,tasdolyme,PLS,pseudo,long,simple,,8,,"['T', 'AE1', 'Z', 'D', 'AH0', 'L', 'AY2', 'M']","['T', 'AE', 'Z', 'D', 'AH', 'L', 'AY', 'M']",,3,5
394,anximath,PLS,pseudo,long,simple,,8,,"['AE0', 'NG', 'K', 'S', 'IH1', 'M', 'AH0', 'TH']","['AE', 'NG', 'K', 'S', 'IH', 'M', 'AH', 'TH']",,3,5
395,haptonos,PLS,pseudo,long,simple,,8,,"['HH', 'AE1', 'P', 'T', 'OW0', 'N', 'OW2', 'Z']","['HH', 'AE', 'P', 'T', 'OW', 'N', 'OW', 'Z']",,3,5
396,fregilis,PLS,pseudo,long,simple,,8,,"['F', 'R', 'EH0', 'JH', 'IH1', 'L', 'IH0', 'S']","['F', 'R', 'EH', 'JH', 'IH', 'L', 'IH', 'S']",,3,5
397,regartal,PLS,pseudo,long,simple,,8,,"['R', 'IH0', 'G', 'AA1', 'R', 'T', 'AH0', 'L']","['R', 'IH', 'G', 'AA', 'R', 'T', 'AH', 'L']",,3,5
398,sponzent,PLS,pseudo,long,simple,,8,,"['S', 'P', 'AA1', 'N', 'Z', 'AH0', 'N', 'T']","['S', 'P', 'AA', 'N', 'Z', 'AH', 'N', 'T']",,2,6
399,pashibled,PLS,pseudo,long,simple,,8,,"['P', 'AE1', 'SH', 'AH0', 'B', 'AH0', 'L', 'D']","['P', 'AE', 'SH', 'AH', 'B', 'AH', 'L', 'D']",,3,5
