,Phonemes,No_Stress,Sonority,Type,Length
15858,"['W', 'Y', 'UH0']","['W', 'Y', 'UH']",0,CCV,3
15859,"['UH0', 'W', 'Y']","['UH', 'W', 'Y']",0,VCC,3
15860,"['W', 'Y', 'IY0']","['W', 'Y', 'IY']",0,CCV,3
15861,"['IY0', 'W', 'Y']","['IY', 'W', 'Y']",0,VCC,3
15862,"['W', 'Y', 'EY0']","['W', 'Y', 'EY']",0,CCV,3
15863,"['EY0', 'W', 'Y']","['EY', 'W', 'Y']",0,VCC,3
15864,"['W', 'Y', 'OW0']","['W', 'Y', 'OW']",0,CCV,3
15865,"['OW0', 'W', 'Y']","['OW', 'W', 'Y']",0,VCC,3
15866,"['W', 'Y', 'AE0']","['W', 'Y', 'AE']",0,CCV,3
15867,"['AE0', 'W', 'Y']","['AE', 'W', 'Y']",0,VCC,3
15868,"['W', 'Y', 'AW0']","['W', 'Y', 'AW']",0,CCV,3
15869,"['AW0', 'W', 'Y']","['AW', 'W', 'Y']",0,VCC,3
15870,"['Y', 'P', 'AH0']","['Y', 'P', 'AH']",-5,CCV,3
15871,"['AH0', 'Y', 'P']","['AH', 'Y', 'P']",5,VCC,3
15872,"['Y', 'P', 'OY0']","['Y', 'P', 'OY']",-5,CCV,3
15873,"['OY0', 'Y', 'P']","['OY', 'Y', 'P']",5,VCC,3
15874,"['Y', 'P', 'AA0']","['Y', 'P', 'AA']",-5,CCV,3
15875,"['AA0', 'Y', 'P']","['AA', 'Y', 'P']",5,VCC,3
15876,"['Y', 'P', 'AY0']","['Y', 'P', 'AY']",-5,CCV,3
15877,"['AY0', 'Y', 'P']","['AY', 'Y', 'P']",5,VCC,3
15878,"['Y', 'P', 'ER0']","['Y', 'P', 'ER']",-5,CCV,3
15879,"['ER0', 'Y', 'P']","['ER', 'Y', 'P']",5,VCC,3
15880,"['Y', 'P', 'AO0']","['Y', 'P', 'AO']",-5,CCV,3
15881,"['AO0', 'Y', 'P']","['AO', 'Y', 'P']",5,VCC,3
15882,"['Y', 'P', 'UW0']","['Y', 'P', 'UW']",-5,CCV,3
15883,"['UW0', 'Y', 'P']","['UW', 'Y', 'P']",5,VCC,3
15884,"['Y', 'P', 'IH0']","['Y', 'P', 'IH']",-5,CCV,3
15885,"['IH0', 'Y', 'P']","['IH', 'Y', 'P']",5,VCC,3
15886,"['Y', 'P', 'EH0']","['Y', 'P', 'EH']",-5,CCV,3
15887,"['EH0', 'Y', 'P']","['EH', 'Y', 'P']",5,VCC,3
15888,"['Y', 'P', 'UH0']","['Y', 'P', 'UH']",-5,CCV,3
15889,"['UH0', 'Y', 'P']","['UH', 'Y', 'P']",5,VCC,3
15890,"['Y', 'P', 'IY0']","['Y', 'P', 'IY']",-5,CCV,3
15891,"['IY0', 'Y', 'P']","['IY', 'Y', 'P']",5,VCC,3
15892,"['Y', 'P', 'EY0']","['Y', 'P', 'EY']",-5,CCV,3
15893,"['EY0', 'Y', 'P']","['EY', 'Y', 'P']",5,VCC,3
15894,"['Y', 'P', 'OW0']","['Y', 'P', 'OW']",-5,CCV,3
15895,"['OW0', 'Y', 'P']","['OW', 'Y', 'P']",5,VCC,3
15896,"['Y', 'P', 'AE0']","['Y', 'P', 'AE']",-5,CCV,3
15897,"['AE0', 'Y', 'P']","['AE', 'Y', 'P']",5,VCC,3
15898,"['Y', 'P', 'AW0']","['Y', 'P', 'AW']",-5,CCV,3
15899,"['AW0', 'Y', 'P']","['AW', 'Y', 'P']",5,VCC,3
15900,"['Y', 'T', 'AH0']","['Y', 'T', 'AH']",-5,CCV,3
15901,"['AH0', 'Y', 'T']","['AH', 'Y', 'T']",5,VCC,3
15902,"['Y', 'T', 'OY0']","['Y', 'T', 'OY']",-5,CCV,3
15903,"['OY0', 'Y', 'T']","['OY', 'Y', 'T']",5,VCC,3
15904,"['Y', 'T', 'AA0']","['Y', 'T', 'AA']",-5,CCV,3
15905,"['AA0', 'Y', 'T']","['AA', 'Y', 'T']",5,VCC,3
15906,"['Y', 'T', 'AY0']","['Y', 'T', 'AY']",-5,CCV,3
15907,"['AY0', 'Y', 'T']","['AY', 'Y', 'T']",5,VCC,3
15908,"['Y', 'T', 'ER0']","['Y', 'T', 'ER']",-5,CCV,3
15909,"['ER0', 'Y', 'T']","['ER', 'Y', 'T']",5,VCC,3
15910,"['Y', 'T', 'AO0']","['Y', 'T', 'AO']",-5,CCV,3
15911,"['AO0', 'Y', 'T']","['AO', 'Y', 'T']",5,VCC,3
15912,"['Y', 'T', 'UW0']","['Y', 'T', 'UW']",-5,CCV,3
15913,"['UW0', 'Y', 'T']","['UW', 'Y', 'T']",5,VCC,3
15914,"['Y', 'T', 'IH0']","['Y', 'T', 'IH']",-5,CCV,3
15915,"['IH0', 'Y', 'T']","['IH', 'Y', 'T']",5,VCC,3
15916,"['Y', 'T', 'EH0']","['Y', 'T', 'EH']",-5,CCV,3
15917,"['EH0', 'Y', 'T']","['EH', 'Y', 'T']",5,VCC,3
15918,"['Y', 'T', 'UH0']","['Y', 'T', 'UH']",-5,CCV,3
15919,"['UH0', 'Y', 'T']","['UH', 'Y', 'T']",5,VCC,3
15920,"['Y', 'T', 'IY0']","['Y', 'T', 'IY']",-5,CCV,3
15921,"['IY0', 'Y', 'T']","['IY', 'Y', 'T']",5,VCC,3
15922,"['Y', 'T', 'EY0']","['Y', 'T', 'EY']",-5,CCV,3
15923,"['EY0', 'Y', 'T']","['EY', 'Y', 'T']",5,VCC,3
15924,"['Y', 'T', 'OW0']","['Y', 'T', 'OW']",-5,CCV,3
15925,"['OW0', 'Y', 'T']","['OW', 'Y', 'T']",5,VCC,3
15926,"['Y', 'T', 'AE0']","['Y', 'T', 'AE']",-5,CCV,3
15927,"['AE0', 'Y', 'T']","['AE', 'Y', 'T']",5,VCC,3
15928,"['Y', 'T', 'AW0']","['Y', 'T', 'AW']",-5,CCV,3
15929,"['AW0', 'Y', 'T']","['AW', 'Y', 'T']",5,VCC,3
15930,"['Y', 'K', 'AH0']","['Y', 'K', 'AH']",-5,CCV,3
15931,"['AH0', 'Y', 'K']","['AH', 'Y', 'K']",5,VCC,3
15932,"['Y', 'K', 'OY0']","['Y', 'K', 'OY']",-5,CCV,3
15933,"['OY0', 'Y', 'K']","['OY', 'Y', 'K']",5,VCC,3
15934,"['Y', 'K', 'AA0']","['Y', 'K', 'AA']",-5,CCV,3
15935,"['AA0', 'Y', 'K']","['AA', 'Y', 'K']",5,VCC,3
15936,"['Y', 'K', 'AY0']","['Y', 'K', 'AY']",-5,CCV,3
15937,"['AY0', 'Y', 'K']","['AY', 'Y', 'K']",5,VCC,3
15938,"['Y', 'K', 'ER0']","['Y', 'K', 'ER']",-5,CCV,3
15939,"['ER0', 'Y', 'K']","['ER', 'Y', 'K']",5,VCC,3
15940,"['Y', 'K', 'AO0']","['Y', 'K', 'AO']",-5,CCV,3
15941,"['AO0', 'Y', 'K']","['AO', 'Y', 'K']",5,VCC,3
15942,"['Y', 'K', 'UW0']","['Y', 'K', 'UW']",-5,CCV,3
15943,"['UW0', 'Y', 'K']","['UW', 'Y', 'K']",5,VCC,3
15944,"['Y', 'K', 'IH0']","['Y', 'K', 'IH']",-5,CCV,3
15945,"['IH0', 'Y', 'K']","['IH', 'Y', 'K']",5,VCC,3
15946,"['Y', 'K', 'EH0']","['Y', 'K', 'EH']",-5,CCV,3
15947,"['EH0', 'Y', 'K']","['EH', 'Y', 'K']",5,VCC,3
15948,"['Y', 'K', 'UH0']","['Y', 'K', 'UH']",-5,CCV,3
15949,"['UH0', 'Y', 'K']","['UH', 'Y', 'K']",5,VCC,3
15950,"['Y', 'K', 'IY0']","['Y', 'K', 'IY']",-5,CCV,3
15951,"['IY0', 'Y', 'K']","['IY', 'Y', 'K']",5,VCC,3
15952,"['Y', 'K', 'EY0']","['Y', 'K', 'EY']",-5,CCV,3
15953,"['EY0', 'Y', 'K']","['EY', 'Y', 'K']",5,VCC,3
15954,"['Y', 'K', 'OW0']","['Y', 'K', 'OW']",-5,CCV,3
15955,"['OW0', 'Y', 'K']","['OW', 'Y', 'K']",5,VCC,3
15956,"['Y', 'K', 'AE0']","['Y', 'K', 'AE']",-5,CCV,3
15957,"['AE0', 'Y', 'K']","['AE', 'Y', 'K']",5,VCC,3
15958,"['Y', 'K', 'AW0']","['Y', 'K', 'AW']",-5,CCV,3
15959,"['AW0', 'Y', 'K']","['AW', 'Y', 'K']",5,VCC,3
15960,"['Y', 'B', 'AH0']","['Y', 'B', 'AH']",-5,CCV,3
15961,"['AH0', 'Y', 'B']","['AH', 'Y', 'B']",5,VCC,3
15962,"['Y', 'B', 'OY0']","['Y', 'B', 'OY']",-5,CCV,3
15963,"['OY0', 'Y', 'B']","['OY', 'Y', 'B']",5,VCC,3
15964,"['Y', 'B', 'AA0']","['Y', 'B', 'AA']",-5,CCV,3
15965,"['AA0', 'Y', 'B']","['AA', 'Y', 'B']",5,VCC,3
15966,"['Y', 'B', 'AY0']","['Y', 'B', 'AY']",-5,CCV,3
15967,"['AY0', 'Y', 'B']","['AY', 'Y', 'B']",5,VCC,3
15968,"['Y', 'B', 'ER0']","['Y', 'B', 'ER']",-5,CCV,3
15969,"['ER0', 'Y', 'B']","['ER', 'Y', 'B']",5,VCC,3
15970,"['Y', 'B', 'AO0']","['Y', 'B', 'AO']",-5,CCV,3
15971,"['AO0', 'Y', 'B']","['AO', 'Y', 'B']",5,VCC,3
15972,"['Y', 'B', 'UW0']","['Y', 'B', 'UW']",-5,CCV,3
15973,"['UW0', 'Y', 'B']","['UW', 'Y', 'B']",5,VCC,3
15974,"['Y', 'B', 'IH0']","['Y', 'B', 'IH']",-5,CCV,3
15975,"['IH0', 'Y', 'B']","['IH', 'Y', 'B']",5,VCC,3
15976,"['Y', 'B', 'EH0']","['Y', 'B', 'EH']",-5,CCV,3
15977,"['EH0', 'Y', 'B']","['EH', 'Y', 'B']",5,VCC,3
15978,"['Y', 'B', 'UH0']","['Y', 'B', 'UH']",-5,CCV,3
15979,"['UH0', 'Y', 'B']","['UH', 'Y', 'B']",5,VCC,3
15980,"['Y', 'B', 'IY0']","['Y', 'B', 'IY']",-5,CCV,3
15981,"['IY0', 'Y', 'B']","['IY', 'Y', 'B']",5,VCC,3
15982,"['Y', 'B', 'EY0']","['Y', 'B', 'EY']",-5,CCV,3
15983,"['EY0', 'Y', 'B']","['EY', 'Y', 'B']",5,VCC,3
15984,"['Y', 'B', 'OW0']","['Y', 'B', 'OW']",-5,CCV,3
15985,"['OW0', 'Y', 'B']","['OW', 'Y', 'B']",5,VCC,3
15986,"['Y', 'B', 'AE0']","['Y', 'B', 'AE']",-5,CCV,3
15987,"['AE0', 'Y', 'B']","['AE', 'Y', 'B']",5,VCC,3
15988,"['Y', 'B', 'AW0']","['Y', 'B', 'AW']",-5,CCV,3
15989,"['AW0', 'Y', 'B']","['AW', 'Y', 'B']",5,VCC,3
15990,"['Y', 'D', 'AH0']","['Y', 'D', 'AH']",-5,CCV,3
15991,"['AH0', 'Y', 'D']","['AH', 'Y', 'D']",5,VCC,3
15992,"['Y', 'D', 'OY0']","['Y', 'D', 'OY']",-5,CCV,3
15993,"['OY0', 'Y', 'D']","['OY', 'Y', 'D']",5,VCC,3
15994,"['Y', 'D', 'AA0']","['Y', 'D', 'AA']",-5,CCV,3
15995,"['AA0', 'Y', 'D']","['AA', 'Y', 'D']",5,VCC,3
15996,"['Y', 'D', 'AY0']","['Y', 'D', 'AY']",-5,CCV,3
15997,"['AY0', 'Y', 'D']","['AY', 'Y', 'D']",5,VCC,3
15998,"['Y', 'D', 'ER0']","['Y', 'D', 'ER']",-5,CCV,3
15999,"['ER0', 'Y', 'D']","['ER', 'Y', 'D']",5,VCC,3
16000,"['Y', 'D', 'AO0']","['Y', 'D', 'AO']",-5,CCV,3
16001,"['AO0', 'Y', 'D']","['AO', 'Y', 'D']",5,VCC,3
16002,"['Y', 'D', 'UW0']","['Y', 'D', 'UW']",-5,CCV,3
16003,"['UW0', 'Y', 'D']","['UW', 'Y', 'D']",5,VCC,3
16004,"['Y', 'D', 'IH0']","['Y', 'D', 'IH']",-5,CCV,3
16005,"['IH0', 'Y', 'D']","['IH', 'Y', 'D']",5,VCC,3
16006,"['Y', 'D', 'EH0']","['Y', 'D', 'EH']",-5,CCV,3
16007,"['EH0', 'Y', 'D']","['EH', 'Y', 'D']",5,VCC,3
16008,"['Y', 'D', 'UH0']","['Y', 'D', 'UH']",-5,CCV,3
16009,"['UH0', 'Y', 'D']","['UH', 'Y', 'D']",5,VCC,3
16010,"['Y', 'D', 'IY0']","['Y', 'D', 'IY']",-5,CCV,3
16011,"['IY0', 'Y', 'D']","['IY', 'Y', 'D']",5,VCC,3
16012,"['Y', 'D', 'EY0']","['Y', 'D', 'EY']",-5,CCV,3
16013,"['EY0', 'Y', 'D']","['EY', 'Y', 'D']",5,VCC,3
16014,"['Y', 'D', 'OW0']","['Y', 'D', 'OW']",-5,CCV,3
16015,"['OW0', 'Y', 'D']","['OW', 'Y', 'D']",5,VCC,3
16016,"['Y', 'D', 'AE0']","['Y', 'D', 'AE']",-5,CCV,3
16017,"['AE0', 'Y', 'D']","['AE', 'Y', 'D']",5,VCC,3
16018,"['Y', 'D', 'AW0']","['Y', 'D', 'AW']",-5,CCV,3
16019,"['AW0', 'Y', 'D']","['AW', 'Y', 'D']",5,VCC,3
16020,"['Y', 'G', 'AH0']","['Y', 'G', 'AH']",-5,CCV,3
16021,"['AH0', 'Y', 'G']","['AH', 'Y', 'G']",5,VCC,3
16022,"['Y', 'G', 'OY0']","['Y', 'G', 'OY']",-5,CCV,3
16023,"['OY0', 'Y', 'G']","['OY', 'Y', 'G']",5,VCC,3
16024,"['Y', 'G', 'AA0']","['Y', 'G', 'AA']",-5,CCV,3
16025,"['AA0', 'Y', 'G']","['AA', 'Y', 'G']",5,VCC,3
16026,"['Y', 'G', 'AY0']","['Y', 'G', 'AY']",-5,CCV,3
16027,"['AY0', 'Y', 'G']","['AY', 'Y', 'G']",5,VCC,3
16028,"['Y', 'G', 'ER0']","['Y', 'G', 'ER']",-5,CCV,3
16029,"['ER0', 'Y', 'G']","['ER', 'Y', 'G']",5,VCC,3
16030,"['Y', 'G', 'AO0']","['Y', 'G', 'AO']",-5,CCV,3
16031,"['AO0', 'Y', 'G']","['AO', 'Y', 'G']",5,VCC,3
16032,"['Y', 'G', 'UW0']","['Y', 'G', 'UW']",-5,CCV,3
16033,"['UW0', 'Y', 'G']","['UW', 'Y', 'G']",5,VCC,3
16034,"['Y', 'G', 'IH0']","['Y', 'G', 'IH']",-5,CCV,3
16035,"['IH0', 'Y', 'G']","['IH', 'Y', 'G']",5,VCC,3
16036,"['Y', 'G', 'EH0']","['Y', 'G', 'EH']",-5,CCV,3
16037,"['EH0', 'Y', 'G']","['EH', 'Y', 'G']",5,VCC,3
16038,"['Y', 'G', 'UH0']","['Y', 'G', 'UH']",-5,CCV,3
16039,"['UH0', 'Y', 'G']","['UH', 'Y', 'G']",5,VCC,3
16040,"['Y', 'G', 'IY0']","['Y', 'G', 'IY']",-5,CCV,3
16041,"['IY0', 'Y', 'G']","['IY', 'Y', 'G']",5,VCC,3
16042,"['Y', 'G', 'EY0']","['Y', 'G', 'EY']",-5,CCV,3
16043,"['EY0', 'Y', 'G']","['EY', 'Y', 'G']",5,VCC,3
16044,"['Y', 'G', 'OW0']","['Y', 'G', 'OW']",-5,CCV,3
16045,"['OW0', 'Y', 'G']","['OW', 'Y', 'G']",5,VCC,3
16046,"['Y', 'G', 'AE0']","['Y', 'G', 'AE']",-5,CCV,3
16047,"['AE0', 'Y', 'G']","['AE', 'Y', 'G']",5,VCC,3
16048,"['Y', 'G', 'AW0']","['Y', 'G', 'AW']",-5,CCV,3
16049,"['AW0', 'Y', 'G']","['AW', 'Y', 'G']",5,VCC,3
16050,"['Y', 'F', 'AH0']","['Y', 'F', 'AH']",-4,CCV,3
16051,"['AH0', 'Y', 'F']","['AH', 'Y', 'F']",4,VCC,3
16052,"['Y', 'F', 'OY0']","['Y', 'F', 'OY']",-4,CCV,3
16053,"['OY0', 'Y', 'F']","['OY', 'Y', 'F']",4,VCC,3
16054,"['Y', 'F', 'AA0']","['Y', 'F', 'AA']",-4,CCV,3
16055,"['AA0', 'Y', 'F']","['AA', 'Y', 'F']",4,VCC,3
16056,"['Y', 'F', 'AY0']","['Y', 'F', 'AY']",-4,CCV,3
16057,"['AY0', 'Y', 'F']","['AY', 'Y', 'F']",4,VCC,3
16058,"['Y', 'F', 'ER0']","['Y', 'F', 'ER']",-4,CCV,3
16059,"['ER0', 'Y', 'F']","['ER', 'Y', 'F']",4,VCC,3
16060,"['Y', 'F', 'AO0']","['Y', 'F', 'AO']",-4,CCV,3
16061,"['AO0', 'Y', 'F']","['AO', 'Y', 'F']",4,VCC,3
16062,"['Y', 'F', 'UW0']","['Y', 'F', 'UW']",-4,CCV,3
16063,"['UW0', 'Y', 'F']","['UW', 'Y', 'F']",4,VCC,3
16064,"['Y', 'F', 'IH0']","['Y', 'F', 'IH']",-4,CCV,3
16065,"['IH0', 'Y', 'F']","['IH', 'Y', 'F']",4,VCC,3
16066,"['Y', 'F', 'EH0']","['Y', 'F', 'EH']",-4,CCV,3
16067,"['EH0', 'Y', 'F']","['EH', 'Y', 'F']",4,VCC,3
16068,"['Y', 'F', 'UH0']","['Y', 'F', 'UH']",-4,CCV,3
16069,"['UH0', 'Y', 'F']","['UH', 'Y', 'F']",4,VCC,3
16070,"['Y', 'F', 'IY0']","['Y', 'F', 'IY']",-4,CCV,3
16071,"['IY0', 'Y', 'F']","['IY', 'Y', 'F']",4,VCC,3
16072,"['Y', 'F', 'EY0']","['Y', 'F', 'EY']",-4,CCV,3
16073,"['EY0', 'Y', 'F']","['EY', 'Y', 'F']",4,VCC,3
16074,"['Y', 'F', 'OW0']","['Y', 'F', 'OW']",-4,CCV,3
16075,"['OW0', 'Y', 'F']","['OW', 'Y', 'F']",4,VCC,3
16076,"['Y', 'F', 'AE0']","['Y', 'F', 'AE']",-4,CCV,3
16077,"['AE0', 'Y', 'F']","['AE', 'Y', 'F']",4,VCC,3
16078,"['Y', 'F', 'AW0']","['Y', 'F', 'AW']",-4,CCV,3
16079,"['AW0', 'Y', 'F']","['AW', 'Y', 'F']",4,VCC,3
16080,"['Y', 'TH', 'AH0']","['Y', 'TH', 'AH']",-4,CCV,3
16081,"['AH0', 'Y', 'TH']","['AH', 'Y', 'TH']",4,VCC,3
16082,"['Y', 'TH', 'OY0']","['Y', 'TH', 'OY']",-4,CCV,3
16083,"['OY0', 'Y', 'TH']","['OY', 'Y', 'TH']",4,VCC,3
16084,"['Y', 'TH', 'AA0']","['Y', 'TH', 'AA']",-4,CCV,3
16085,"['AA0', 'Y', 'TH']","['AA', 'Y', 'TH']",4,VCC,3
16086,"['Y', 'TH', 'AY0']","['Y', 'TH', 'AY']",-4,CCV,3
16087,"['AY0', 'Y', 'TH']","['AY', 'Y', 'TH']",4,VCC,3
16088,"['Y', 'TH', 'ER0']","['Y', 'TH', 'ER']",-4,CCV,3
16089,"['ER0', 'Y', 'TH']","['ER', 'Y', 'TH']",4,VCC,3
16090,"['Y', 'TH', 'AO0']","['Y', 'TH', 'AO']",-4,CCV,3
16091,"['AO0', 'Y', 'TH']","['AO', 'Y', 'TH']",4,VCC,3
16092,"['Y', 'TH', 'UW0']","['Y', 'TH', 'UW']",-4,CCV,3
16093,"['UW0', 'Y', 'TH']","['UW', 'Y', 'TH']",4,VCC,3
16094,"['Y', 'TH', 'IH0']","['Y', 'TH', 'IH']",-4,CCV,3
16095,"['IH0', 'Y', 'TH']","['IH', 'Y', 'TH']",4,VCC,3
16096,"['Y', 'TH', 'EH0']","['Y', 'TH', 'EH']",-4,CCV,3
16097,"['EH0', 'Y', 'TH']","['EH', 'Y', 'TH']",4,VCC,3
16098,"['Y', 'TH', 'UH0']","['Y', 'TH', 'UH']",-4,CCV,3
16099,"['UH0', 'Y', 'TH']","['UH', 'Y', 'TH']",4,VCC,3
16100,"['Y', 'TH', 'IY0']","['Y', 'TH', 'IY']",-4,CCV,3
16101,"['IY0', 'Y', 'TH']","['IY', 'Y', 'TH']",4,VCC,3
16102,"['Y', 'TH', 'EY0']","['Y', 'TH', 'EY']",-4,CCV,3
16103,"['EY0', 'Y', 'TH']","['EY', 'Y', 'TH']",4,VCC,3
16104,"['Y', 'TH', 'OW0']","['Y', 'TH', 'OW']",-4,CCV,3
16105,"['OW0', 'Y', 'TH']","['OW', 'Y', 'TH']",4,VCC,3
16106,"['Y', 'TH', 'AE0']","['Y', 'TH', 'AE']",-4,CCV,3
16107,"['AE0', 'Y', 'TH']","['AE', 'Y', 'TH']",4,VCC,3
16108,"['Y', 'TH', 'AW0']","['Y', 'TH', 'AW']",-4,CCV,3
16109,"['AW0', 'Y', 'TH']","['AW', 'Y', 'TH']",4,VCC,3
16110,"['Y', 'S', 'AH0']","['Y', 'S', 'AH']",-4,CCV,3
16111,"['AH0', 'Y', 'S']","['AH', 'Y', 'S']",4,VCC,3
16112,"['Y', 'S', 'OY0']","['Y', 'S', 'OY']",-4,CCV,3
16113,"['OY0', 'Y', 'S']","['OY', 'Y', 'S']",4,VCC,3
16114,"['Y', 'S', 'AA0']","['Y', 'S', 'AA']",-4,CCV,3
16115,"['AA0', 'Y', 'S']","['AA', 'Y', 'S']",4,VCC,3
16116,"['Y', 'S', 'AY0']","['Y', 'S', 'AY']",-4,CCV,3
16117,"['AY0', 'Y', 'S']","['AY', 'Y', 'S']",4,VCC,3
16118,"['Y', 'S', 'ER0']","['Y', 'S', 'ER']",-4,CCV,3
16119,"['ER0', 'Y', 'S']","['ER', 'Y', 'S']",4,VCC,3
16120,"['Y', 'S', 'AO0']","['Y', 'S', 'AO']",-4,CCV,3
16121,"['AO0', 'Y', 'S']","['AO', 'Y', 'S']",4,VCC,3
16122,"['Y', 'S', 'UW0']","['Y', 'S', 'UW']",-4,CCV,3
16123,"['UW0', 'Y', 'S']","['UW', 'Y', 'S']",4,VCC,3
16124,"['Y', 'S', 'IH0']","['Y', 'S', 'IH']",-4,CCV,3
16125,"['IH0', 'Y', 'S']","['IH', 'Y', 'S']",4,VCC,3
16126,"['Y', 'S', 'EH0']","['Y', 'S', 'EH']",-4,CCV,3
16127,"['EH0', 'Y', 'S']","['EH', 'Y', 'S']",4,VCC,3
16128,"['Y', 'S', 'UH0']","['Y', 'S', 'UH']",-4,CCV,3
16129,"['UH0', 'Y', 'S']","['UH', 'Y', 'S']",4,VCC,3
16130,"['Y', 'S', 'IY0']","['Y', 'S', 'IY']",-4,CCV,3
16131,"['IY0', 'Y', 'S']","['IY', 'Y', 'S']",4,VCC,3
16132,"['Y', 'S', 'EY0']","['Y', 'S', 'EY']",-4,CCV,3
16133,"['EY0', 'Y', 'S']","['EY', 'Y', 'S']",4,VCC,3
16134,"['Y', 'S', 'OW0']","['Y', 'S', 'OW']",-4,CCV,3
16135,"['OW0', 'Y', 'S']","['OW', 'Y', 'S']",4,VCC,3
16136,"['Y', 'S', 'AE0']","['Y', 'S', 'AE']",-4,CCV,3
16137,"['AE0', 'Y', 'S']","['AE', 'Y', 'S']",4,VCC,3
16138,"['Y', 'S', 'AW0']","['Y', 'S', 'AW']",-4,CCV,3
16139,"['AW0', 'Y', 'S']","['AW', 'Y', 'S']",4,VCC,3
16140,"['Y', 'SH', 'AH0']","['Y', 'SH', 'AH']",-4,CCV,3
16141,"['AH0', 'Y', 'SH']","['AH', 'Y', 'SH']",4,VCC,3
16142,"['Y', 'SH', 'OY0']","['Y', 'SH', 'OY']",-4,CCV,3
16143,"['OY0', 'Y', 'SH']","['OY', 'Y', 'SH']",4,VCC,3
16144,"['Y', 'SH', 'AA0']","['Y', 'SH', 'AA']",-4,CCV,3
16145,"['AA0', 'Y', 'SH']","['AA', 'Y', 'SH']",4,VCC,3
16146,"['Y', 'SH', 'AY0']","['Y', 'SH', 'AY']",-4,CCV,3
16147,"['AY0', 'Y', 'SH']","['AY', 'Y', 'SH']",4,VCC,3
16148,"['Y', 'SH', 'ER0']","['Y', 'SH', 'ER']",-4,CCV,3
16149,"['ER0', 'Y', 'SH']","['ER', 'Y', 'SH']",4,VCC,3
16150,"['Y', 'SH', 'AO0']","['Y', 'SH', 'AO']",-4,CCV,3
16151,"['AO0', 'Y', 'SH']","['AO', 'Y', 'SH']",4,VCC,3
16152,"['Y', 'SH', 'UW0']","['Y', 'SH', 'UW']",-4,CCV,3
16153,"['UW0', 'Y', 'SH']","['UW', 'Y', 'SH']",4,VCC,3
16154,"['Y', 'SH', 'IH0']","['Y', 'SH', 'IH']",-4,CCV,3
16155,"['IH0', 'Y', 'SH']","['IH', 'Y', 'SH']",4,VCC,3
16156,"['Y', 'SH', 'EH0']","['Y', 'SH', 'EH']",-4,CCV,3
16157,"['EH0', 'Y', 'SH']","['EH', 'Y', 'SH']",4,VCC,3
16158,"['Y', 'SH', 'UH0']","['Y', 'SH', 'UH']",-4,CCV,3
16159,"['UH0', 'Y', 'SH']","['UH', 'Y', 'SH']",4,VCC,3
16160,"['Y', 'SH', 'IY0']","['Y', 'SH', 'IY']",-4,CCV,3
16161,"['IY0', 'Y', 'SH']","['IY', 'Y', 'SH']",4,VCC,3
16162,"['Y', 'SH', 'EY0']","['Y', 'SH', 'EY']",-4,CCV,3
16163,"['EY0', 'Y', 'SH']","['EY', 'Y', 'SH']",4,VCC,3
16164,"['Y', 'SH', 'OW0']","['Y', 'SH', 'OW']",-4,CCV,3
16165,"['OW0', 'Y', 'SH']","['OW', 'Y', 'SH']",4,VCC,3
16166,"['Y', 'SH', 'AE0']","['Y', 'SH', 'AE']",-4,CCV,3
16167,"['AE0', 'Y', 'SH']","['AE', 'Y', 'SH']",4,VCC,3
16168,"['Y', 'SH', 'AW0']","['Y', 'SH', 'AW']",-4,CCV,3
16169,"['AW0', 'Y', 'SH']","['AW', 'Y', 'SH']",4,VCC,3
16170,"['Y', 'Z', 'AH0']","['Y', 'Z', 'AH']",-4,CCV,3
16171,"['AH0', 'Y', 'Z']","['AH', 'Y', 'Z']",4,VCC,3
16172,"['Y', 'Z', 'OY0']","['Y', 'Z', 'OY']",-4,CCV,3
16173,"['OY0', 'Y', 'Z']","['OY', 'Y', 'Z']",4,VCC,3
16174,"['Y', 'Z', 'AA0']","['Y', 'Z', 'AA']",-4,CCV,3
16175,"['AA0', 'Y', 'Z']","['AA', 'Y', 'Z']",4,VCC,3
16176,"['Y', 'Z', 'AY0']","['Y', 'Z', 'AY']",-4,CCV,3
16177,"['AY0', 'Y', 'Z']","['AY', 'Y', 'Z']",4,VCC,3
16178,"['Y', 'Z', 'ER0']","['Y', 'Z', 'ER']",-4,CCV,3
16179,"['ER0', 'Y', 'Z']","['ER', 'Y', 'Z']",4,VCC,3
16180,"['Y', 'Z', 'AO0']","['Y', 'Z', 'AO']",-4,CCV,3
16181,"['AO0', 'Y', 'Z']","['AO', 'Y', 'Z']",4,VCC,3
16182,"['Y', 'Z', 'UW0']","['Y', 'Z', 'UW']",-4,CCV,3
16183,"['UW0', 'Y', 'Z']","['UW', 'Y', 'Z']",4,VCC,3
16184,"['Y', 'Z', 'IH0']","['Y', 'Z', 'IH']",-4,CCV,3
16185,"['IH0', 'Y', 'Z']","['IH', 'Y', 'Z']",4,VCC,3
16186,"['Y', 'Z', 'EH0']","['Y', 'Z', 'EH']",-4,CCV,3
16187,"['EH0', 'Y', 'Z']","['EH', 'Y', 'Z']",4,VCC,3
16188,"['Y', 'Z', 'UH0']","['Y', 'Z', 'UH']",-4,CCV,3
16189,"['UH0', 'Y', 'Z']","['UH', 'Y', 'Z']",4,VCC,3
16190,"['Y', 'Z', 'IY0']","['Y', 'Z', 'IY']",-4,CCV,3
